number|name|description|creditpoints|teachername|address|requirement|semester|faculty|degree
EWM1|Entwerfen M1 (Städtebau + Hochbau)|Analyse vorhandener urbaner Raum- und Gebäudestrukturen / Ableiten von Entwurfskonzeptionen aus dem Kontext der Stadt / Entwicklung alternierender Entwurfskonzeptionen für Gebäude mit komplexem Nutzungs- und Raumprofil / Entwicklung angemessener Planungslösungen sowie Konstruktionen und Darstellung des Entwurfs in Form von Zeichnungen und Modellen in unterschiedlichen Maßstäben in fortgeschrittenem Status.|10|Prof. Dipl.-Ing. Thomas Meurer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1195|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
EWM2|Entwerfen M2 (Bestand)|Entwicklung alternierender Entwurfskonzeptionen mit Baukonstruktion: Systematische Analyse der Entwurfs- thematik hinsichtlich Struktur, Funktion, Nutzung; Analyse des baulich konstruktiven, strukturellen und städte baulichen Kontexts des Bestandgebäudes.|10|Norbert Stephan HanenbergProf. Dipl.-Ing. Jürgen HauckProf. Dipl.-Ing. Nikolaus Zieske|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1200|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
EWM3|Entwerfen M3 (Integrale Planung)|Im Modul „Entwerfen M3” werden die einzelnen Projektstufen von der Projektvorbereitung, dem Entwurf auf Grundlage der Bedarfsermittlung und der Projektplanung an einem Projekt bearbeitet. Eine wesentliche Rolle spielt hier die Sicht auf das Projekt im Lebenszyklus und die interdisziplinäre Sicht und Zusammenarbeit zur Erreichung der Zieldefinition.|10|Prof. Dipl.-Ing. Dirk MetzgerProf. Maik Werner Neumann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1202|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
EBEN|Erneuerbare Energien|Vermittlung von anwendungsorientierten Kenntnissen aus dem Bereich der Energiekonzepte in Städtebau, Architektur und Bauingenieurwesen: Grundriss – Nutzungszuordnung, Wärmedämmung, Transmissionswärme- verluste – Zugluftverluste, Wärmerückgewinnung, Solare Wärmegewinne, Erdwärme, Prozesswärme, Abwärme, Wärmespeicherung, Betonkerntemperierung, Zentrale und dezentrale Wärmekonzepte.|6|Prof. Dr.-Ing. Joaquin Antonio Diaz Pascual|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=957|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
EURM|European Architecture and Civil Engineering|Bauweisen in einzelnen europäischen Ländern unterscheiden sich zum Teil deutlich. Dies liegt z.B. am unterschiedlichen Klima, an verfügbaren Rohstoffen für Baumaterialien aber auch an gesellschaftlichen Anforderungen oder an einer länderspezifischen oder auch regionalen Baukultur.  An ausgewählten aktuellen Themen wird das Bauen in den Ländern der Partnerhochschulen des Fachbereichs überwiegend von Lehrenden dieser Hochschulen vorgestellt.|6|Prof. Dr.-Ing. Julian KümmelProf. Dipl.-Ing. Nikolaus Zieske|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2157|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
FASM|Fassaden|Analyse von bestehenden Fassaden hinsichtlich Nutzungsart, Gliederung, Rhythmus und Konstruktion / Bau- historische Grundlagen der Fassaden / Erarbeiten von strukturellen exemplarischen Fassadenlösungen für be- stimmte Nutzungsprofile / Detailbearbeitung.|3|Prof. Dipl.-Ing. Thomas Meurer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1196|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
GETM|Geschichte und Theorie M (GTM)|Geschichte und Theorie von Architektur und Städtebau Master.|3|Prof. Dr.-Ing. Alexander Pellnitz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1197|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
INCO|International Consulting|Grundlagen des International Consultings, Projekttypen, technischen und rechtlichen Rahmenbedingungen; Entwickeln von Projektszenarien und Koordination der Projektabwicklung.|6|Prof. Dr.-Ing. Friedrich Steiger|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=958|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
KBBK|Konstruktion Bestand / Baukonstruktion|Das Modul Konstruktion Bestand/Baukonstruktion beschäftigt sich mit der Anforderung, bestehende Gebäude unterschiedlichster Epochen bautechnisch und gestalterisch zu verstehen, sie in wesentlichen und angemessenen Eingriffen zu erhalten und somit neuen Nutzungen (wieder) zuzuführen.|5|Norbert Stephan HanenbergProf. Dipl.-Ing. Jürgen Hauck|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1201|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
KIAK|Kunst im architektonischen Kontext|Kunst im architektonischen Kontext. Wie Kunst seinen Platz in der jeweiligen Architektur findet.|6|Thomas VinsonProf. Dipl.-Ing. Nikolaus Zieske|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1569|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
LEAN|Lean Construction|Lean-Management Werkzeuge und Methoden, Prozessanalyse und -optimierung.|6|Frank Fasel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2158|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
MAKO|Masterthesis mit Kolloquium|Die Masterarbeit wird von einer Professorin oder einem Professor, von einer oder einem Lehrbeauftragten oder von einer in der beruflichen Praxis und Ausbildung erfahrenen Person ausgegeben und betreut. Die Betreuerin oder der Betreuer steht dem Studierenden während der gesamten Bearbeitungszeit beratend zur Verfügung und überzeugt sich in regelmäßigen Abständen vom Fortgang der Arbeit. Bei auftretenden Problemen greift sie oder er gegebenenfalls steuernd ein. Die Betreuerin oder der Betreuer gibt auch rechtzeitig vor der Abgabe Hilfestellung bei der schriftlichen Ausarbeitung und weist auf Mängel hin. Die Studierenden können Themenwünsche äußern. Ein Anspruch auf Berücksichtigung der Themenwünsche besteht nicht.|30|Prof. Dr.-Ing. Andreas BarkProf. Dipl.-Ing. Dietmar BrilmayerProf. Dr.-Ing. Joaquin Antonio Diaz PascualProf. Dr.-Ing. Christine DöbertProf. Dr.-Ing. Gerd GüntherNorbert Stephan HanenbergFlorian HauckProf. Dr.-Ing. Steffen HeuschProf. Dipl.-Ing. Peter JahnenProf. Dr.-Ing. Rüdiger KernProf. Dr.-Ing. Bertram KühnProf. Dr.-Ing. Julian KümmelProf. Dr.-Ing. Frank LademannProf. Dipl.-Ing. Dirk MetzgerProf. Dipl.-Ing. Thomas MeurerProf. Dipl.-Ing. Helmut Oscar Meyer-AbichProf. Dr.-Ing. Jens MinnertProf. Maik Werner NeumannProf. Dr.-Ing. Alexander PellnitzProf. Dr.-Ing. Katja Andrea SilbeProf. Dr.-Ing. Ulf TheilenProf. Dr.-Ing. Otto Florian UnoldAchim VogelsbergProf. Dipl.-Ing. Nikolaus Zieske|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=944|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
NABA|Nachhaltiges Bauen|Einführung in die Grundlagen und die Kriterien des nachhaltigen Bauens und die unterschiedlichen Zertifizierungssysteme. Die Kriterien werden an einem Projekt angewendet und evaluiert.|6|Prof. Maik Werner Neumann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1565|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
PARM|Parametrisches Modellieren in den Bau- und Lebenswissenschaften|Es werden Grundlagen im parametrischen Entwerfen/Konstruieren vermittelt. Dabei wird sowohl auf das konzeptionelle Vorgehen im Entwurfsprozess, als auch auf die konkrete Umsetzung von Entwürfen in CAD-Pro- grammen eingegangen. Im Rahmen des Moduls werden Grundkenntnisse der visuellen Programmierung und der algorithmischen 3D-Modellierung in Rhino/Grasshopper vermittelt. Die Studierenden bearbeiten Entwurfs- aufgaben und erstellen parametrische Modelldefinitionen mit deren Hilfe sie ihre Entwürfe optimieren und anschließend für die digitale Fertigung von Prototypen und physischen Modellen mittels 3D-Drucker vorbereiten.|6|Bartosz CzempielProf. Dr.-Ing. Christine DöbertProf. Dr. Boris Keil|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2159|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
PLBS|Planerischer Brandschutz|Einführung in die brandschutztechnischen Anforderungen an Regelbauten und Sonderbauten.|6|Prof. Dr.-Ing. Julian Kümmel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=960|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
PRGP|Projekt Genehmigungsplanung|Erarbeitung eines nach dem Bauordnungsrechts genehmigungsfähigen Bauantrags.|6|Prof. Dr.-Ing. Joaquin Antonio Diaz Pascual|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1194|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
PFPO|Projektführung und Organisation|Kenntnisse in der Projektführung und der Projektorganisation. Aufgabenstrukturierung und -verteilung, Übernahme von Führungsverantwortung.|6|Prof. Dr.-Ing. Katja Andrea Silbe|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2160|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
SVWM|Sachverständigenwesen|Gutachtertypen, Gutachtenerstellung, zerstörungsfreie Messtechniken, Schimmelproblematik.|6|Frank Fasel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2162|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
SGAM|Sondergebiete der Architektur M|Das Modul Sondergebiete der Architektur M beinhaltet verschiedene eigenständige, architekturbegleitende Themenfelder ohne zeitlichen und geographischen Rahmen.|6|Prof. Dipl.-Ing. Jürgen HauckProf. Dipl.-Ing. Nikolaus Zieske|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=961|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
STGA|Sondergebiete der TGA|Die technische Gebäudeausrüstung gehört zu den komplexesten Aufgaben im Planungsprozess von Gebäuden. Zum Kompetenzfeld gehört dementsprechend, die spezifischen technischen und energetischen Anforderungen an Gebäude zu kennen und unter gestalterischen und konstruktiven Aspekten in ein Bauprojekt zu integrieren.|6|Dipl.-Ing.,M.Eng. Christian HillgärtnerProf. Dipl.-Ing. Dirk Metzger|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=964|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
SVIM|Sondergebiete der Visualisierung Master|Themen im Bereich der Visualisierung von Architektur und Städtebau.|6|Bartosz Czempiel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=965|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
SQPM|Stadt- und Quartiersplanung für Architekten (Master)|Städtebaulicher Entwurf auf Grundlage einer Bestandsanalyse zu aktuellen Themen der Stadt- und Quartiersplanung.|6|Prof. Dr.-Ing. Alexander Pellnitz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=962|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
STAM|Stadtarchitektur Master|Themen aus den Bereichen Stadtarchitektur und Städtebau.|6|Prof. Dr.-Ing. Alexander Pellnitz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=963|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
TGAM|TGA (Master)|In interdisziplinären Gruppen arbeiten die Studierenden an praxisnahen Aufgaben der Technischen Gebäude- ausstattung in der Planung und Realisierung. Der Fokus liegt auf der Koordination und Kooperation der einzelnen Gewerke.|2|Prof. Dipl.-Ing. Dirk Metzger|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1203|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
VBVR|Vergabe- und Bauvertragsrecht|Rechtliche Grundlagen des nationalen und internationalen Vergaberechts und Bauvertragsrechts.|6|Prof. Dr.-Ing. Katja Andrea Silbe|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=967|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
VISM|Visualisierung M|Visualisierung und Bildbearbeitung Master.|2|Bartosz Czempiel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1198|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
VBBS|Vorbeugender baulicher Brandschutz|Einführung in die Grundlagen des baulichen Brandschutzes.|6|Prof. Dr.-Ing. Julian Kümmel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=966|Keine|4|FB01-BAU|Architektur(M.Eng.2018)
AGWW|Angewandte Wasserwirtschaft|EDV-Anwendungen in der Wasserwirtschaft: Anwendung verschiedener EDV-Programme zur Bemessung von wasserwirtschaftlichen und siedlungswasserwirtschaftlichen Systemen. Wasser- und Abwasseranalytik: Wasserbeschaffenheit (Anforderungen an die Trinkwasserqualität, Trinkwasserverordnung, Wasserinhaltsstoffe, Härte des Wassers, Kalk-Kohlensäure-Gleichgewicht, pH-Wert, Korrosion), Abwasserinhaltsstoffe und Analysen (Abwasserarten und -mengen, Stör- und Inhaltsstoffe, Nährsalze, Gefährliche Stoffe), Analyseverfahren (Laborführerschein: TS-, oTS, VSV, ISV-Bestimmung, Handhabung von Messsonden)|5|Prof. Dr.-Ing. Steffen Heusch|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1063|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
ASKK|Arbeitsschutzfachliche Kenntnisse für Koordinatoren|Die Studierenden erlernen wesentliche die für die Tätigkeit als Koordinierende erforderlichen Arbeitsschutzfachlichen Kenntnisse nach den Regeln zum Arbeitsschutz auf Baustellen (RAB 30, Abschnitt 4.2). Die Regeln zum Arbeitsschutz auf Baustellen konkretisieren die Verordnung über Sicherheit und Gesundheit auf Baustellen (BaustellV) und dienen der wesentlichen Verbesserung von Sicherheit und Gesundheit der Beschäftigten auf Baustellen. Arbeitsschutzfachliche Kenntnisse sind Bestandteil der erforderlichen Qualifikationen von Sicherheitsund Gesundheitsschutzkoordinatoren (SiGeKo) gemäß Baustellenverordnung.|5|Prof. Dr.-Ing. Katja Andrea Silbe|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1069|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
AVAB|Ausschreibung, Vergabe, Abrechnung|Grundlagen des Themenbereiches Ausschreibung, Vergabe und Abrechnung. Erstellen von Ausschreibungen sämtlicher Leistungsbereiche, Alternative Ausschreibungsverfahren, Vergabeprozess, Abrechnung.|5|Prof. Dipl.-Ing. Dirk Metzger|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1039|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BAKO|Bachelorarbeit mit Kolloquium|Die Bachelorarbeit wird von einer Professorin oder einem Professor, von einer oder einem Lehrbeauftragten oder (nach Zustimmung des Prüfungsausschusses) von einer in der beruflichen Praxis und Ausbildung erfahrenen Person ausgegeben und betreut. Die Betreuerin oder der Betreuer steht der oder dem Studierenden während der gesamten Bearbeitungszeit beratend zur Verfügung und überzeugt sich in regelmäßigen Abständen vom Fortgang der Arbeit. Bei auftretenden Problemen greift sie oder er gegebenenfalls steuernd ein. Die Betreuerin oder der Betreuer gibt auch rechtzeitig vor der Abgabe Hilfestellung bei der schriftlichen Ausarbeitung und weist auf Mängel hin. Die Studierenden können Themenwünsche äußern. Ein Anspruch auf Berücksichtigung der Themenwünsche besteht nicht.|15|Prof. Dr.-Ing. Andreas BarkProf. Dr.-Ing. Joaquin Antonio Diaz PascualProf. Dr.-Ing. Christine DöbertProf. Dr.-Ing. Gerd GüntherNorbert Stephan HanenbergProf. Dr.-Ing. Rüdiger KernProf. Dr.-Ing. Bertram KühnProf. Dr.-Ing. Julian KümmelProf. Dr.-Ing. Frank LademannProf. Dipl.-Ing. Dirk MetzgerProf. Dr.-Ing. Jens MinnertProf. Dr.-Ing. Katja Andrea SilbeProf. Dr.-Ing. Ulf TheilenProf. Dr.-Ing. Otto Florian UnoldAchim Vogelsberg|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1013|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BSBT|Bahnsysteme und Bahntechnik|Trassierung, Weichen und Kreuzungen, Lichtraumprofile, Gleisabstände, Regelquerschnitte; Oberbauformen; Gestal-  tung des Bahnkörpers unter Berücksichtigung der Entwässerung und der Ausrüstungstechnik.|5|Prof. Dr.-Ing. Frank Lademann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1023|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BVF1|Bau- und Fertigungsverfahren 1|Darstellung der Fertigungsverfahren zur Herstellung von Bauten des Hoch-, Tief- und Ingenieurbaus unter jeweiliger Bewertung der Bauzeit, der Baumaschinen und der Kosten und Entscheidungshilfe für ein geeignetes Bauverfahren.|5|Frank Fasel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1043|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BBPR|Baubetriebsprojekt|Studierende vertiefen ihr Fachwissen in Ausschreibung, Verfahrensauswahl, Baustelleneinrichtung, Arbeitsvorbereitung, Terminplanung und Kalkulation von Baupreisen. An einem Beispielprojekt gewinnen die Kursteilnehmer in Gruppenarbeit weitreichende Kenntnisse zur Angebotskalkulation und zur Abwicklung eines Bauvorhabens. Neben der Aufstellung der Ausschreibungen und des Bauvertrages werden verschiedene Verfahren auf ihre Effizienz geprüft, ein wirtschaftlicher Bauablauf erwählt und die Baupreise kalkuliert.|5|Prof. Dr.-Ing. Katja Andrea Silbe|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1040|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BINF|Bauinformatik CAD/BIM|Grundlagen der Informatik, Computer - Architektur und Netzwerk, Einsatz von Webtechnologien im Bauwesen, Programmieren mit Excel für ausgesuchte Probleme des Bauwesens, Grundlagen von CAD/BIM und grafische Darstellung, architektonische Modelle in 2D und 3D, Datenaustausch zwischen den Planungsphasen.|5|Prof. Dr.-Ing. Joaquin Antonio Diaz Pascual|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1015|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BINP|Bauinformatik Projekt|Anwendung und Entwicklung von IT-Methoden für das Bauwesen. Bearbeitung aktueller Fragestellungen des Bauwesens in Projekten.|5|Prof. Dr.-Ing. Joaquin Antonio Diaz Pascual|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1071|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BKO2|Baukonstruktion 2 / Grundlagen des Tragswerksentwurfs|In der Vorlesung werden die Grundlagen zur Findung und Gestaltung von Tragstrukturen unter Berücksichtigung der Materialität behandelt.|5|Achim Vogelsberg|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1017|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BKO5|Baukonstruktion 5 (TGA)|Die Studierenden arbeiten in Planungsteams an praxisorientiert an Hochbauprojekten. Im Vordergrund steht die Entwicklung von Konzepten des Technischen Gebäudeausbaus und deren Wechselwirkung und Integration mit anderen Gewerken.|5|Prof. Dipl.-Ing. Dirk Metzger|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1041|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
BKO1SEPW|Baukonstruktion und SEPW|Im Modul Baukonstruktion 1 werden die konstruktiven Zusammenhänge im Bereich der Hochbauplanung unter besonderer Berücksichtigung bauphysikalischer Einflussgrößen vermittelt. Neben der Vermittlung theoretischen Grundkenntnisse werden Bezüge zur Baupraxis am Beispiel ausgeführter Bauwerke hergestellt. Eventuell aufgetretene Bauschäden werden analysiert.In der SEPW analysieren und erarbeiten die Studierenden im Team unter Anleitung von Tutorinnen und Tutoren dem didaktischen „Prinzip des problembasierten Lernens” (PBL) folgend eine Projektaufgabe aus dem Kontext ihres späteren Berufsfeldes.|5|Markus BlattProf. Dr.-Ing. Julian KümmelProf. Maik Werner Neumann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=1016|Keine|4|FB01-BAU|Bauing.wesen(B.Eng.2018)
